MovieName,ReleaseYear,Duration,IMDBRating,Metascore,Votes,Genre,Gross,GrossRevenue ,Budget
Percy Jackson & the Olympians: The Lightning Thief,2010,118,5.9,47,202476,Adventure,$88.76M,88760000,95000000
Pride and Glory,2008,130,6.6,45,62979,Crime,$15.71M,15710000,30000000
Jennifer's Body,2009,102,5.5,47,150457,Comedy,$16.20M,16200000,16000000
2012,2009,158,5.8,49,396614,Action,$166.11M,166110000,200000000
Iron Man 2,2010,124,6.9,57,865571,Action,$312.43M,312430000,200000000
District 9,2009,112,7.9,81,714989,Action,$115.65M,115650000,30000000
The Book of Eli,2010,118,6.8,53,338272,Action,$94.84M,94840000,80000000
Alice in Wonderland,2010,108,6.4,53,439658,Adventure,$334.19M,334190000,3000000
Outlander,2008,115,6.2,40,78556,Action,$0.16M,160000,50000000
Blue Valentine,2010,112,7.3,81,210748,Drama,$9.74M,9740000,3500000
I Spit on Your Grave,2010,108,6.2,27,92735,Horror,$0.09M,90000,2000000
Saw V,2008,92,5.8,20,137091,Horror,$56.75M,56750000,10800000
Hot Tub Time Machine,2010,99,6.4,63,185909,Comedy,$50.29M,50290000,36000000
Drag Me to Hell,2009,99,6.6,83,216871,Horror,$42.10M,42100000,30000000
Predators,2010,107,6.4,51,243170,Action,$52.00M,52000000,40000000
Agora,2009,127,7.1,55,72918,Adventure,$0.62M,620000,70000000
"Synecdoche, New York",2008,124,7.5,67,97911,Drama,$3.08M,3080000,21000000
Bolt,2008,96,6.8,67,228037,Animation,$114.05M,114050000,150000000
The Twilight Saga: New Moon,2009,130,4.8,44,299214,Adventure,$296.62M,296620000,50000000
The Twilight Saga: Eclipse,2010,124,5.1,58,260006,Action,$300.53M,300530000,68000000
Buried,2010,95,7,65,168155,Drama,$1.03M,1030000,1987650
Gran Torino,2008,116,8.1,72,812730,Drama,$148.10M,148100000,33000000
Winter's Bone,2010,100,7.1,90,150225,Drama,$6.53M,6530000,2000000
Night at the Museum: Battle of the Smithsonian,2009,105,6,42,211967,Adventure,$177.24M,177240000,150000000
He's Just Not That Into You,2009,129,6.4,47,181862,Comedy,$93.95M,93950000,40000000
Dear John,2010,108,6.3,43,157406,Drama,$80.01M,80010000,25000000
Valentine's Day,2010,125,5.7,34,125200,Comedy,$110.49M,110490000,52000000
The Ghost Writer,2010,128,7.2,77,170541,Crime,$15.54M,15540000,45000000
Invictus,2009,134,7.3,74,167568,Biography,$37.49M,37490000,60000000
Sex Drive,2008,109,6.5,49,91571,Comedy,$8.40M,8400000,19000000
Diary of a Wimpy Kid,2010,94,6.2,56,57742,Comedy,$64.00M,64000000,15000000
Black Dynamite,2009,84,7.4,65,51696,Action,$0.23M,230000,2900000
The A-Team,2010,117,6.7,47,268560,Action,$77.22M,77220000,110000000
Taken,2008,90,7.7,51,632460,Action,$145.00M,145000000,25000000
The Fourth Kind,2009,98,5.9,34,81622,Horror,$25.46M,25460000,10000000
Pandorum,2009,108,6.7,28,159175,Action,$10.33M,10330000,33000000
Shutter Island,2010,138,8.2,63,1447548,Drama,$128.01M,128010000,80000000
3 Idiots,2009,170,8.4,67,432399,Comedy,$6.53M,6530000,9000000
Remember Me,2010,113,7.1,40,155443,Drama,$19.07M,19070000,16000000
Nine,2009,118,5.8,49,45190,Drama,$19.68M,19680000,80000000
The Curious Case of Benjamin Button,2008,166,7.8,70,693612,Drama,$127.51M,127510000,150000000
The Final Destination,2009,82,5.1,30,114619,Horror,$66.48M,66480000,40000000
Tucker and Dale vs Evil,2010,89,7.5,65,192868,Comedy,$0.22M,220000,5000000
Knight and Day,2010,109,6.3,46,209906,Action,$76.42M,76420000,117000000
The Men Who Stare at Goats,2009,94,6.2,54,137352,Comedy,$32.43M,32430000,24000000
Knowing,2009,121,6.2,41,246914,Action,$79.96M,79960000,50000000
The Day the Earth Stood Still,2008,104,5.5,40,178169,Adventure,$79.37M,79370000,1200000
The Time Traveler's Wife,2009,107,7.1,47,157596,Comedy,$63.41M,63410000,39000000
"New York, I Love You",2008,103,6.2,49,47573,Comedy,$1.59M,1590000,14700000
Precious,2009,110,7.3,78,116011,Drama,$47.57M,47570000,10000000
Valhalla Rising,2009,93,6,61,63506,Action,$0.02M,20000,5641880
Un prophète,2009,155,7.8,90,102011,Crime,$2.08M,2080000,13000000
My Name Is Khan,2010,165,7.9,50,116113,Adventure,$4.02M,4020000,12000000
My Sister's Keeper,2009,109,7.3,51,98046,Drama,$49.20M,49200000,30000000
Body of Lies,2008,128,7,57,238908,Action,$39.39M,39390000,70000000
Repo Men,2010,111,6.3,32,110494,Action,$13.79M,13790000,32000000
The Losers,2010,97,6.2,44,106788,Action,$23.58M,23580000,25000000
Angels & Demons,2009,138,6.7,48,308883,Action,$133.38M,133380000,150000000
Madagascar: Escape 2 Africa,2008,89,6.6,61,246406,Animation,$180.01M,180010000,150000000
Orphan,2009,123,7,42,251131,Horror,$41.60M,41600000,20000000
The Princess and the Frog,2009,97,7.2,73,165698,Animation,$104.40M,104400000,105000000
El secreto de sus ojos,2009,129,8.2,80,221672,Drama,$6.39M,6390000,2000000
Saw VI,2009,90,6,30,124673,Horror,$27.69M,27690000,11000000
The Imaginarium of Doctor Parnassus,2009,123,6.8,65,153754,Adventure,$7.69M,7690000,30000000
9,2009,79,7,60,147224,Animation,$31.74M,31740000,30000000
The Box,2009,115,5.6,47,95142,Drama,$15.05M,15050000,30000000
Surrogates,2009,89,6.3,45,180022,Action,$38.58M,38580000,80000000
The Bounty Hunter,2010,110,5.5,22,134104,Action,$67.06M,67060000,40000000
Enter the Void,2009,161,7.2,69,87745,Drama,$0.34M,340000,13000000
A Serious Man,2009,106,7,88,149399,Comedy,$9.19M,9190000,7000000
Bronson,2008,92,7,71,140484,Action,$0.10M,100000,230000
The Joneses,2009,96,6.4,55,41748,Comedy,$1.47M,1470000,10000000
Chloe,2009,96,6.3,48,77628,Drama,$3.07M,3070000,15000000
Everybody's Fine,2009,100,7.1,47,63825,Adventure,$8.86M,8860000,21000000
From Paris with Love,2010,92,6.4,42,121350,Action,$23.98M,23980000,52000000
Antichrist,2009,108,6.5,49,136100,Drama,$0.40M,400000,11000000
Brothers,2009,105,7.1,58,145494,Drama,$28.50M,28500000,26000000
Inkheart,2008,106,6.1,49,82173,Adventure,$17.30M,17300000,60000000
A Single Man,2009,99,7.5,77,117533,Crime,$9.17M,9170000,7000000
The Burning Plain,2008,107,6.7,45,21304,Crime,$0.20M,200000,20000000
Crazy Heart,2009,112,7.2,83,94421,Drama,$39.46M,39460000,7000000
The Boondock Saints II: All Saints Day,2009,118,6.2,24,66783,Action,$10.27M,10270000,8000000
The Soloist,2009,117,6.7,61,55329,Biography,$31.67M,31670000,60000000
Legion,2010,100,5.3,32,111600,Action,$40.17M,40170000,26000000
The Sorcerer's Apprentice,2010,109,6.1,46,169657,Action,$63.15M,63150000,150000000
She's Out of My League,2010,104,6.4,46,143969,Comedy,$31.58M,31580000,20000000
Date Night,2010,88,6.3,56,171803,Comedy,$98.71M,98710000,55000000
MacGruber,2010,90,5.6,43,47166,Action,$8.46M,8460000,10000000
Green Zone,2010,115,6.8,63,142499,Action,$35.05M,35050000,100000000
Confessions of a Shopaholic,2009,104,5.8,38,82920,Comedy,$44.28M,44280000,40000000
The Spirit,2008,103,4.7,30,62753,Action,$19.78M,19780000,60000000
Letters to Juliet,2010,105,6.5,50,106892,Adventure,$53.03M,53030000,30000000
It's Complicated,2009,121,6.5,57,98210,Comedy,$112.74M,112740000,85000000
W.,2008,129,6.3,56,49953,Biography,$25.53M,25530000,25100000
Jonah Hex,2010,81,4.7,33,61653,Action,$10.54M,10540000,47000000
Bedtime Stories,2008,99,6,33,101004,Adventure,$110.10M,110100000,80000000
Crank: High Voltage,2009,96,6.1,41,158524,Action,$13.63M,13630000,20000000
Transporter 3,2008,104,6.1,51,176431,Action,$31.72M,31720000,30000000
Alvin and the Chipmunks: The Squeakquel,2009,88,4.5,41,54236,Adventure,$219.61M,219610000,75000000
Punisher: War Zone,2008,103,5.9,30,67031,Action,$8.05M,8050000,20500000
Dragonball Evolution,2009,85,2.5,45,79178,Action,$9.35M,9350000,100000000
Daybreakers,2009,98,6.4,57,134698,Action,$30.10M,30100000,20000000
Killers,2010,100,5.4,21,95897,Action,$47.06M,47060000,75000000
Year One,2009,97,4.9,34,103405,Comedy,$43.34M,43340000,60000000
Paul Blart: Mall Cop,2009,91,5.3,39,117113,Action,$20.82M,20820000,26000000
Funny People,2009,146,6.3,60,123469,Comedy,$51.86M,51860000,75000000
Gamer,2009,95,5.7,27,139400,Action,$20.49M,20490000,50000000
Harry Brown,2009,103,7.2,55,91216,Action,$1.82M,1820000,7300000
A Perfect Getaway,2009,98,6.5,63,76257,Drama,$15.48M,15480000,14000000
My Bloody Valentine,2009,101,5.4,51,60307,Horror,$51.55M,51550000,2200000
Notorious,2009,122,6.7,60,45971,Biography,$36.84M,36840000,2000000
The Wolfman,2010,103,5.8,43,111507,Drama,$61.98M,61980000,150000000
The Runaways,2010,106,6.5,65,50857,Biography,$3.57M,3570000,10000000
The Crazies,2010,101,6.5,56,128616,Horror,$39.12M,39120000,275000
Ninja Assassin,2009,99,6.3,34,75419,Action,$38.11M,38110000,40000000
The Young Victoria,2009,105,7.2,64,66235,Biography,$11.00M,11000000,35000000
Tooth Fairy,2010,101,5,36,49527,Comedy,$60.02M,60020000,48000000
The Informant!,2009,108,6.5,66,67318,Biography,$33.31M,33310000,22000000
Youth in Revolt,2009,90,6.4,63,75956,Comedy,$15.28M,15280000,18000000
Quarantine,2008,89,6,53,77075,Horror,$31.69M,31690000,12000000
